"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
6601,40.4,40.4,59.6,"Aire-la-Ville GE","Aire-la-Ville (GE)","Aire-la-Ville GE",,"Les habitants d'Aire-la-Ville ont refusé avec 59,6 pour cent des voix une révision de l'estimation fiscale des immeubles. La nouvelle loi prévoit une estimation individuelle des immeubles, mais en attendant que celle-ci soit effectuée, elle reconduit l'estimation actuelle en y ajoutant une majoration de 12%.",
6602,64.2,64.2,35.8,"Anières GE","Anières (GE)","Anières GE",,"Les habitants d'Anières ont approuvé avec 64,2 pour cent des voix une révision de l'estimation fiscale des immeubles. La nouvelle loi prévoit une estimation individuelle des immeubles, mais en attendant que celle-ci soit effectuée, elle reconduit l'estimation actuelle en y ajoutant une majoration de 12%.",
6603,4.6,4.6,95.4,"Avully GE","Avully (GE)","Avully GE",,"Les habitants d'Avully refusent avec 95,4 pour cent de non une révision de l'estimation fiscale des immeubles. La nouvelle loi prévoit une estimation individuelle des immeubles, mais en attendant que celle-ci soit effectuée, elle reconduit l'estimation actuelle en y ajoutant une majoration de 12%.",
6604,41.7,41.7,58.3,"Avusy GE","Avusy (GE)","Avusy GE",,"C'est non à 58,3 pour cent à Avusy à une révision de l'estimation fiscale des immeubles. La nouvelle loi prévoit une estimation individuelle des immeubles, mais en attendant que celle-ci soit effectuée, elle reconduit l'estimation actuelle en y ajoutant une majoration de 12%.",
6605,7.5,7.5,92.5,"Bardonnex GE","Bardonnex (GE)","Bardonnex GE",,"Les habitants de Bardonnex refusent avec 92,5 pour cent de non une révision de l'estimation fiscale des immeubles. La nouvelle loi prévoit une estimation individuelle des immeubles, mais en attendant que celle-ci soit effectuée, elle reconduit l'estimation actuelle en y ajoutant une majoration de 12%.",
6606,39.4,39.4,60.6,"Bellevue GE","Bellevue (GE)","Bellevue GE",,"Les habitants de Bellevue refusent avec 60,6 pour cent de non une révision de l'estimation fiscale des immeubles. La nouvelle loi prévoit une estimation individuelle des immeubles, mais en attendant que celle-ci soit effectuée, elle reconduit l'estimation actuelle en y ajoutant une majoration de 12%.",
6607,33.2,33.2,66.8,"Bernex GE","Bernex (GE)","Bernex GE",,"Les habitants de Bernex refusent avec 66,8 pour cent de non une révision de l'estimation fiscale des immeubles. La nouvelle loi prévoit une estimation individuelle des immeubles, mais en attendant que celle-ci soit effectuée, elle reconduit l'estimation actuelle en y ajoutant une majoration de 12%.",
6608,28.7,28.7,71.3,"CarouGE","Carouge (GE)","CarouGE GE",,"Les habitants de Carouge (GE) ont refusé avec 71,3 pour cent des voix une révision de l'estimation fiscale des immeubles. La nouvelle loi prévoit une estimation individuelle des immeubles, mais en attendant que celle-ci soit effectuée, elle reconduit l'estimation actuelle en y ajoutant une majoration de 12%.",
6609,46.9,46.9,53.1,"Cartigny GE","Cartigny (GE)","Cartigny GE",,"C'est non à 53,1 pour cent à Cartigny à une révision de l'estimation fiscale des immeubles. La nouvelle loi prévoit une estimation individuelle des immeubles, mais en attendant que celle-ci soit effectuée, elle reconduit l'estimation actuelle en y ajoutant une majoration de 12%.",
6610,41.9,41.9,58.1,"Céligny GE","Céligny (GE)","Céligny GE",,"Les habitants de Céligny ont refusé avec 58,1 pour cent des voix une révision de l'estimation fiscale des immeubles. La nouvelle loi prévoit une estimation individuelle des immeubles, mais en attendant que celle-ci soit effectuée, elle reconduit l'estimation actuelle en y ajoutant une majoration de 12%.",
