"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
6601,98.2,98.2,1.8,"Aire-la-Ville GE","Aire-la-Ville (GE)","Aire-la-Ville GE",,"Les habitants d'Aire-la-Ville ont approuvé avec 98,2 pour cent des voix un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6602,43,43,57,"Anières GE","Anières (GE)","Anières GE",,"Les habitants d'Anières ont refusé avec 57 pour cent des voix un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6603,42.8,42.8,57.2,"Avully GE","Avully (GE)","Avully GE",,"Les habitants d'Avully refusent avec 57,2 pour cent de non un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6604,23.4,23.4,76.6,"Avusy GE","Avusy (GE)","Avusy GE",,"C'est non à 76,6 pour cent à Avusy au congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6605,54.9,54.9,45.1,"Bardonnex GE","Bardonnex (GE)","Bardonnex GE",,"Les habitants de Bardonnex acceptent avec 54,9 pour cent de oui un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6606,47.8,47.8,52.2,"Bellevue GE","Bellevue (GE)","Bellevue GE",,"Les habitants de Bellevue refusent avec 52,2 pour cent de non un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6607,53.1,53.1,46.9,"Bernex GE","Bernex (GE)","Bernex GE",,"Les habitants de Bernex acceptent avec 53,1 pour cent de oui un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6608,29.4,29.4,70.6,"CarouGE","Carouge (GE)","CarouGE GE",,"Les habitants de Carouge (GE) ont refusé avec 70,6 pour cent des voix un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6609,11.5,11.5,88.5,"Cartigny GE","Cartigny (GE)","Cartigny GE",,"C'est non à 88,5 pour cent à Cartigny au congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6610,96.8,96.8,3.2,"Céligny GE","Céligny (GE)","Céligny GE",,"Les habitants de Céligny ont approuvé avec 96,8 pour cent des voix un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6611,55.3,55.3,44.7,"Chancy GE","Chancy (GE)","Chancy GE",,"Les habitants de Chancy ont approuvé avec 55,3 pour cent des voix un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6612,84.1,84.1,15.9,"Chêne-Bougeries GE","Chêne-Bougeries (GE)","Chêne-Bougeries GE",,"Les habitants de Chêne-Bougeries ont approuvé avec 84,1 pour cent des voix un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6613,94.5,94.5,5.5,"Chêne-Bourg GE","Chêne-Bourg (GE)","Chêne-Bourg GE",,"Les habitants de Chêne-Bourg ont approuvé avec 94,5 pour cent des voix un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6614,42.3,42.3,57.7,"Choulex GE","Choulex (GE)","Choulex GE",,"C'est non à 57,7 pour cent à Choulex au congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6615,45.2,45.2,54.8,"Collex-Bossy GE","Collex-Bossy (GE)","Collex-Bossy GE",,"C'est non à 54,8 pour cent à Collex-Bossy au congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6616,32.1,32.1,67.9,"Collonge-Bellerive GE","Collonge-Bellerive (GE)","Collonge-Bellerive GE",,"Les habitants de Collonge-Bellerive ont refusé avec 67,9 pour cent des voix un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6617,96.7,96.7,3.3,"Cologny GE","Cologny (GE)","Cologny GE",,"C'est oui à 96,7 pour cent à un congé parental de 24 semaines à Cologny. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6618,61.1,61.1,38.9,"Confignon GE","Confignon (GE)","Confignon GE",,"Les habitants de Confignon acceptent avec 61,1 pour cent de oui un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6619,40.4,40.4,59.6,"Corsier GE","Corsier (GE)","Corsier GE",,"Les habitants de Corsier (GE) refusent avec 59,6 pour cent de non un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6620,98.3,98.3,1.7,"Dardagny GE","Dardagny (GE)","Dardagny GE",,"Les habitants de Dardagny acceptent avec 98,3 pour cent de oui un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6621,98.4,98.4,1.6,"Genf GE","Genève (GE)","Ginevra GE",,"Les habitants de Genève ont approuvé avec 98,4 pour cent des voix un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6622,32.4,32.4,67.6,"Genthod GE","Genthod (GE)","Genthod GE",,"Les habitants de Genthod refusent avec 67,6 pour cent de non un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6623,63.6,63.6,36.4,"Le Grand-Saconnex GE","Le Grand-Saconnex (GE)","Le Grand-Saconnex GE",,"Les habitants du Grand-Saconnex acceptent avec 63,6 pour cent de oui un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6624,41.9,41.9,58.1,"Gy GE","Gy (GE)","Gy GE",,"Les habitants de Gy ont refusé avec 58,1 pour cent des voix un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6625,86.2,86.2,13.8,"Hermance GE","Hermance (GE)","Hermance GE",,"C'est oui à 86,2 pour cent à un congé parental de 24 semaines à Hermance. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6626,30,30,70,"Jussy GE","Jussy (GE)","Jussy GE",,"C'est non à 70 pour cent à Jussy au congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6627,35.4,35.4,64.6,"Laconnex GE","Laconnex (GE)","Laconnex GE",,"C'est non à 64,6 pour cent à Laconnex au congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6628,50.4,50.4,49.6,"Lancy GE","Lancy (GE)","Lancy GE",,"Les habitants de Lancy ont approuvé avec 50,4 pour cent des voix un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
6629,79.7,79.7,20.3,"Meinier GE","Meinier (GE)","Meinier GE",,"Les habitants de Meinier ont approuvé avec 79,7 pour cent des voix un congé parental de 24 semaines. Le texte demande de compléter les seize semaines de congé maternité cantonal par huit semaines en faveur de l'autre parent, y compris les deux semaines de congé paternité fédéral en vigueur depuis 2021.",
