"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
5401,11.6,11.6,88.4,"Aigle VD","Aigle (VD)","Aigle VD",,"Les habitants d'Aigle refusent avec 88,4 pour cent de non l'inscription de la protection du climat et de la biodiversité dans la Constitution cantonale. Le texte demande que l'Etat et les communes réduisent significativement les impacts climatiques négatifs de chacune de leurs politiques, afin d'atteindre la neutralité carbone d'ici à 2050.",
5402,77.6,77.6,22.4,"Bex VD","Bex (VD)","Bex VD",,"Les habitants de Bex ont approuvé avec 77,6 pour cent des voix d'inscrire la protection du climat et de la biodiversité dans la Constitution cantonale. Le texte demande que l'Etat et les communes réduisent significativement les impacts climatiques négatifs de chacune de leurs politiques, afin d'atteindre la neutralité carbone d'ici à 2050.",
5403,16.1,16.1,83.9,"Chessel VD","Chessel (VD)","Chessel VD",,"Les habitants de Chessel refusent avec 83,9 pour cent de non l'inscription de la protection du climat et de la biodiversité dans la Constitution cantonale. Le texte demande que l'Etat et les communes réduisent significativement les impacts climatiques négatifs de chacune de leurs politiques, afin d'atteindre la neutralité carbone d'ici à 2050.",
5404,69.1,69.1,30.9,"Corbeyrier VD","Corbeyrier (VD)","Corbeyrier VD",,"C'est oui à 69,1 pour cent à l'inscription de la protection du climat et de la biodiversité dans la Constitution cantonale à Corbeyrier. Le texte demande que l'Etat et les communes réduisent significativement les impacts climatiques négatifs de chacune de leurs politiques, afin d'atteindre la neutralité carbone d'ici à 2050.",
5405,54.2,54.2,45.8,"Gryon VD","Gryon (VD)","Gryon VD",,"Les habitants de Gryon acceptent avec 54,2 pour cent de oui l'inscription la protection du climat et de la biodiversité dans la Constitution cantonale. Le texte demande que l'Etat et les communes réduisent significativement les impacts climatiques négatifs de chacune de leurs politiques, afin d'atteindre la neutralité carbone d'ici à 2050.",
5406,67.6,67.6,32.4,"Lavey-Morcles VD","Lavey-Morcles (VD)","Lavey-Morcles VD",,"C'est oui à 67,6 pour cent à l'inscription de la protection du climat et de la biodiversité dans la Constitution cantonale à Lavey-Morcles. Le texte demande que l'Etat et les communes réduisent significativement les impacts climatiques négatifs de chacune de leurs politiques, afin d'atteindre la neutralité carbone d'ici à 2050.",
5407,8.7,8.7,91.3,"Leysin VD","Leysin (VD)","Leysin VD",,"C'est non à 91,3 pour cent à Leysin à l'inscription de la protection du climat et de la biodiversité dans la Constitution cantonale. Le texte demande que l'Etat et les communes réduisent significativement les impacts climatiques négatifs de chacune de leurs politiques, afin d'atteindre la neutralité carbone d'ici à 2050.",
5408,42.9,42.9,57.1,"Noville VD","Noville (VD)","Noville VD",,"Les habitants de Noville refusent avec 57,1 pour cent de non l'inscription de la protection du climat et de la biodiversité dans la Constitution cantonale. Le texte demande que l'Etat et les communes réduisent significativement les impacts climatiques négatifs de chacune de leurs politiques, afin d'atteindre la neutralité carbone d'ici à 2050.",
5409,82.1,82.1,17.9,"Ollon VD","Ollon (VD)","Ollon VD",,"C'est oui à 82,1 pour cent à l'inscription de la protection du climat et de la biodiversité dans la Constitution cantonale à Ollon. Le texte demande que l'Etat et les communes réduisent significativement les impacts climatiques négatifs de chacune de leurs politiques, afin d'atteindre la neutralité carbone d'ici à 2050.",
5410,54.5,54.5,45.5,"Ormont-Dessous VD","Ormont-Dessous (VD)","Ormont-Dessous VD",,"Les habitants d'Ormont-Dessous ont approuvé avec 54,5 pour cent des voix d'inscrire la protection du climat et de la biodiversité dans la Constitution cantonale. Le texte demande que l'Etat et les communes réduisent significativement les impacts climatiques négatifs de chacune de leurs politiques, afin d'atteindre la neutralité carbone d'ici à 2050.",
